"dep";"sexe";"jour";"hosp";"rea";"dc";"rad"
"66";0;"2020-08-25";5;3;35;284
"66";1;"2020-08-25";3;1;17;125
"66";2;"2020-08-25";2;2;18;159
"67";0;"2020-08-25";111;5;681;2733
"67";1;"2020-08-25";55;4;391;1454
"67";2;"2020-08-25";54;0;289;1270
"68";0;"2020-08-25";124;7;829;3077
"68";1;"2020-08-25";65;6;501;1613
"68";2;"2020-08-25";56;1;323;1453
"69";0;"2020-08-25";89;7;669;3176
"69";1;"2020-08-25";41;3;371;1525
"69";2;"2020-08-25";46;4;287;1615
"70";0;"2020-08-25";0;0;77;309
"70";1;"2020-08-25";0;0;51;163
"70";2;"2020-08-25";0;0;26;145
"71";0;"2020-08-25";3;1;202;795
"71";1;"2020-08-25";3;1;108;354
"71";2;"2020-08-25";0;0;94;439
"72";0;"2020-08-25";29;1;88;428
"72";1;"2020-08-25";16;1;48;210
"72";2;"2020-08-25";13;0;40;218
"73";0;"2020-08-25";4;1;75;433
"73";1;"2020-08-25";3;1;41;193
"73";2;"2020-08-25";1;0;34;240
"74";0;"2020-08-25";27;0;170;939
"74";1;"2020-08-25";19;0;111;499
"74";2;"2020-08-25";8;0;59;434
"75";0;"2020-08-25";300;41;1800;6580
"75";1;"2020-08-25";156;30;1132;3669
"75";2;"2020-08-25";141;10;660;2871
"76";0;"2020-08-25";24;1;184;844
"76";1;"2020-08-25";12;0;109;411
"76";2;"2020-08-25";11;1;74;431
"77";0;"2020-08-25";155;16;715;2834
"77";1;"2020-08-25";85;9;430;1561
"77";2;"2020-08-25";69;7;285;1262
"78";0;"2020-08-25";238;15;542;2430
"78";1;"2020-08-25";125;11;321;1271
"78";2;"2020-08-25";113;4;220;1152
"79";0;"2020-08-25";0;0;22;72
"79";1;"2020-08-25";0;0;11;37
"79";2;"2020-08-25";0;0;11;35
"80";0;"2020-08-25";44;5;233;761
"80";1;"2020-08-25";17;1;138;366
"80";2;"2020-08-25";27;4;95;386
"81";0;"2020-08-25";12;1;23;125
"81";1;"2020-08-25";10;1;9;59
"81";2;"2020-08-25";2;0;14;66
"82";0;"2020-08-25";4;0;7;44
"82";1;"2020-08-25";3;0;7;24
"82";2;"2020-08-25";1;0;0;20
"83";0;"2020-08-25";53;3;143;1038
"83";1;"2020-08-25";28;3;78;584
"83";2;"2020-08-25";25;0;64;452
"84";0;"2020-08-25";10;4;39;273
"84";1;"2020-08-25";8;4;27;142
"84";2;"2020-08-25";2;0;12;131
"85";0;"2020-08-25";11;0;43;279
"85";1;"2020-08-25";5;0;27;150
"85";2;"2020-08-25";6;0;16;128
"86";0;"2020-08-25";3;0;40;151
"86";1;"2020-08-25";1;0;23;83
"86";2;"2020-08-25";2;0;17;68
"87";0;"2020-08-25";1;0;25;136
"87";1;"2020-08-25";0;0;13;63
"87";2;"2020-08-25";1;0;12;72
"88";0;"2020-08-25";13;0;267;746
"88";1;"2020-08-25";7;0;154;371
"88";2;"2020-08-25";6;0;113;374
"89";0;"2020-08-25";7;1;95;411
"89";1;"2020-08-25";4;1;51;204
"89";2;"2020-08-25";3;0;43;206
"90";0;"2020-08-25";2;1;200;564
"90";1;"2020-08-25";2;1;112;304
"90";2;"2020-08-25";0;0;88;260
"91";0;"2020-08-25";251;15;546;2519
"91";1;"2020-08-25";116;9;306;1343
"91";2;"2020-08-25";128;6;237;1164
"92";0;"2020-08-25";530;50;1104;4720
"92";1;"2020-08-25";284;36;639;2552
"92";2;"2020-08-25";242;13;461;2155
"93";0;"2020-08-25";393;20;1021;4131
"93";1;"2020-08-25";213;13;619;2244
"93";2;"2020-08-25";178;7;398;1865
"94";0;"2020-08-25";300;18;1226;4586
"94";1;"2020-08-25";152;14;707;2359
"94";2;"2020-08-25";148;4;506;2193
"95";0;"2020-08-25";222;8;727;2777
"95";1;"2020-08-25";101;5;452;1582
"95";2;"2020-08-25";121;3;275;1186
"971";0;"2020-08-25";12;8;19;93
"971";1;"2020-08-25";8;5;10;50
"971";2;"2020-08-25";4;3;9;43
"972";0;"2020-08-25";11;3;17;99
"972";1;"2020-08-25";7;2;13;54
"972";2;"2020-08-25";4;1;4;45
"973";0;"2020-08-25";86;16;52;1452
"973";1;"2020-08-25";40;9;37;610
"973";2;"2020-08-25";45;7;15;841
"974";0;"2020-08-25";49;9;7;198
"974";1;"2020-08-25";33;5;3;105
"974";2;"2020-08-25";15;4;4;93
"976";0;"2020-08-25";8;2;28;438
"976";1;"2020-08-25";5;2;18;203
"976";2;"2020-08-25";3;0;10;230
"01";0;"2020-08-27";28;2;105;462
"01";1;"2020-08-27";16;2;61;235
"01";2;"2020-08-27";12;0;44;225
"02";0;"2020-08-27";40;1;286;1127
"02";1;"2020-08-27";27;1;172;498
"02";2;"2020-08-27";13;0;112;627
"03";0;"2020-08-27";5;0;41;206
"03";1;"2020-08-27";2;0;22;87
"03";2;"2020-08-27";3;0;19;118
"04";0;"2020-08-27";4;1;13;136
"04";1;"2020-08-27";3;1;9;57
"04";2;"2020-08-27";1;0;4;79
"05";0;"2020-08-27";1;1;20;141
"05";1;"2020-08-27";1;1;9;74
"05";2;"2020-08-27";0;0;11;67
"06";0;"2020-08-27";74;7;193;885
"06";1;"2020-08-27";42;5;101;434
"06";2;"2020-08-27";30;2;91;436
"07";0;"2020-08-27";15;1;115;444
"07";1;"2020-08-27";8;1;81;217
"07";2;"2020-08-27";7;0;33;225
"08";0;"2020-08-27";2;0;60;220
"08";1;"2020-08-27";0;0;37;103
"08";2;"2020-08-27";2;0;22;115
"09";0;"2020-08-27";0;0;2;34
"09";1;"2020-08-27";0;0;2;16
"09";2;"2020-08-27";0;0;0;18
"10";0;"2020-08-27";21;0;137;647
"10";1;"2020-08-27";12;0;88;339
"10";2;"2020-08-27";9;0;49;305
"11";0;"2020-08-27";5;1;59;238
"11";1;"2020-08-27";5;1;42;125
"11";2;"2020-08-27";0;0;17;113
"12";0;"2020-08-27";3;1;24;151
"12";1;"2020-08-27";2;1;15;70
"12";2;"2020-08-27";1;0;9;81
"13";0;"2020-08-27";198;27;579;3855
"13";1;"2020-08-27";124;20;329;1965
"13";2;"2020-08-27";71;7;249;1851
"14";0;"2020-08-27";1;0;84;354
"14";1;"2020-08-27";1;0;58;168
"14";2;"2020-08-27";0;0;26;186
"15";0;"2020-08-27";2;0;9;53
"15";1;"2020-08-27";2;0;6;30
"15";2;"2020-08-27";0;0;3;23
"16";0;"2020-08-27";1;0;13;61
"16";1;"2020-08-27";1;0;8;39
"16";2;"2020-08-27";0;0;5;22
"17";0;"2020-08-27";3;1;51;153
"17";1;"2020-08-27";2;1;33;85
"17";2;"2020-08-27";1;0;18;68
"18";0;"2020-08-27";0;0;85;206
"18";1;"2020-08-27";0;0;41;101
"18";2;"2020-08-27";0;0;44;104
"19";0;"2020-08-27";3;0;37;159
"19";1;"2020-08-27";3;0;28;85
"19";2;"2020-08-27";0;0;9;74
"21";0;"2020-08-27";4;1;251;960
"21";1;"2020-08-27";2;1;144;438
"21";2;"2020-08-27";2;0;107;518
"22";0;"2020-08-27";6;0;40;232
"22";1;"2020-08-27";3;0;24;108
"22";2;"2020-08-27";3;0;16;124
"23";0;"2020-08-27";1;1;15;85
"23";1;"2020-08-27";1;1;8;48
"23";2;"2020-08-27";0;0;7;37
"24";0;"2020-08-27";1;0;14;98
"24";1;"2020-08-27";0;0;7;54
"24";2;"2020-08-27";1;0;7;44
"25";0;"2020-08-27";4;1;152;642
"25";1;"2020-08-27";1;0;87;330
"25";2;"2020-08-27";3;1;64;312
"26";0;"2020-08-27";6;1;128;541
"26";1;"2020-08-27";4;0;78;289
"26";2;"2020-08-27";2;1;50;252
"27";0;"2020-08-27";14;0;85;273
"27";1;"2020-08-27";8;0;41;127
"27";2;"2020-08-27";6;0;44;145
"28";0;"2020-08-27";9;1;145;603
"28";1;"2020-08-27";8;1;73;295
"28";2;"2020-08-27";1;0;70;291
"29";0;"2020-08-27";6;1;44;198
"29";1;"2020-08-27";2;1;28;112
"29";2;"2020-08-27";4;0;16;83
"2A";0;"2020-08-27";4;0;48;148
"2A";1;"2020-08-27";2;0;27;64
"2A";2;"2020-08-27";2;0;21;84
"2B";0;"2020-08-27";4;2;11;110
"2B";1;"2020-08-27";3;1;6;61
"2B";2;"2020-08-27";1;1;5;49
"30";0;"2020-08-27";16;4;98;382
"30";1;"2020-08-27";9;3;51;193
"30";2;"2020-08-27";7;1;47;189
"31";0;"2020-08-27";45;5;78;721
"31";1;"2020-08-27";25;2;49;409
"31";2;"2020-08-27";20;3;29;311
"32";0;"2020-08-27";4;0;23;88
"32";1;"2020-08-27";3;0;14;47
"32";2;"2020-08-27";1;0;9;40
"33";0;"2020-08-27";41;9;164;1022
"33";1;"2020-08-27";26;6;83;512
"33";2;"2020-08-27";15;3;81;506
"34";0;"2020-08-27";26;5;123;761
"34";1;"2020-08-27";19;3;71;392
"34";2;"2020-08-27";7;2;52;365
"35";0;"2020-08-27";33;5;89;508
"35";1;"2020-08-27";16;1;46;282
"35";2;"2020-08-27";17;4;43;224
"36";0;"2020-08-27";7;1;82;194
"36";1;"2020-08-27";5;1;43;86
"36";2;"2020-08-27";2;0;39;107
"37";0;"2020-08-27";7;1;93;380
"37";1;"2020-08-27";6;0;61;170
"37";2;"2020-08-27";1;1;32;209
"38";0;"2020-08-27";29;3;153;735
"38";1;"2020-08-27";13;2;88;354
"38";2;"2020-08-27";15;1;65;373
"39";0;"2020-08-27";1;0;60;328
"39";1;"2020-08-27";1;0;30;144
"39";2;"2020-08-27";0;0;30;183
"40";0;"2020-08-27";2;0;13;76
"40";1;"2020-08-27";1;0;7;44
"40";2;"2020-08-27";1;0;6;32
"41";0;"2020-08-27";9;0;65;334
"41";1;"2020-08-27";5;0;37;168
"41";2;"2020-08-27";4;0;28;165
"42";0;"2020-08-27";45;2;248;1024
"42";1;"2020-08-27";29;2;169;528
"42";2;"2020-08-27";16;0;79;496
"43";0;"2020-08-27";2;1;18;108
"43";1;"2020-08-27";1;1;11;43
"43";2;"2020-08-27";1;0;7;65
"44";0;"2020-08-27";19;4;168;775
"44";1;"2020-08-27";13;3;101;396
"44";2;"2020-08-27";6;1;67;378
"45";0;"2020-08-27";23;6;104;667
"45";1;"2020-08-27";17;6;65;337
"45";2;"2020-08-27";6;0;39;329
"46";0;"2020-08-27";1;0;22;70
"46";1;"2020-08-27";0;0;10;35
"46";2;"2020-08-27";1;0;12;35
"47";0;"2020-08-27";9;1;11;87
"47";1;"2020-08-27";3;0;10;45
"47";2;"2020-08-27";6;1;1;42
"48";0;"2020-08-27";1;0;1;24
"48";1;"2020-08-27";0;0;1;13
"48";2;"2020-08-27";1;0;0;11
"49";0;"2020-08-27";21;4;143;679
"49";1;"2020-08-27";14;3;90;333
"49";2;"2020-08-27";7;1;53;345
"50";0;"2020-08-27";11;0;50;170
"50";1;"2020-08-27";6;0;24;88
"50";2;"2020-08-27";5;0;26;80
"51";0;"2020-08-27";50;5;273;1041
"51";1;"2020-08-27";23;1;159;501
"51";2;"2020-08-27";27;4;112;533
"52";0;"2020-08-27";8;0;90;271
"52";1;"2020-08-27";4;0;43;130
"52";2;"2020-08-27";4;0;47;138
"53";0;"2020-08-27";13;2;48;242
"53";1;"2020-08-27";6;1;29;115
"53";2;"2020-08-27";6;1;19;126
"54";0;"2020-08-27";42;0;365;1265
"54";1;"2020-08-27";17;0;215;617
"54";2;"2020-08-27";24;0;150;640
"55";0;"2020-08-27";1;0;103;504
"55";1;"2020-08-27";1;0;57;251
"55";2;"2020-08-27";0;0;46;253
"56";0;"2020-08-27";19;0;96;444
"56";1;"2020-08-27";12;0;60;236
"56";2;"2020-08-27";7;0;36;207
"57";0;"2020-08-27";91;3;854;2577
"57";1;"2020-08-27";51;2;485;1294
"57";2;"2020-08-27";40;1;364;1274
"58";0;"2020-08-27";1;0;28;99
"58";1;"2020-08-27";0;0;16;34
"58";2;"2020-08-27";1;0;12;65
"59";0;"2020-08-27";146;17;678;2712
"59";1;"2020-08-27";69;12;361;1337
"59";2;"2020-08-27";74;4;313;1368
"60";0;"2020-08-27";133;1;421;1216
"60";1;"2020-08-27";63;0;239;592
"60";2;"2020-08-27";70;1;182;621
"61";0;"2020-08-27";15;1;43;258
"61";1;"2020-08-27";8;0;28;107
"61";2;"2020-08-27";6;1;15;150
"62";0;"2020-08-27";91;9;323;1435
"62";1;"2020-08-27";47;7;178;691
"62";2;"2020-08-27";42;2;144;733
"63";0;"2020-08-27";18;1;45;186
"63";1;"2020-08-27";11;1;27;96
"63";2;"2020-08-27";7;0;18;90
"64";0;"2020-08-27";1;0;27;234
"64";1;"2020-08-27";0;0;20;122
"64";2;"2020-08-27";1;0;7;111
"65";0;"2020-08-27";7;0;27;162
"65";1;"2020-08-27";3;0;14;77
"65";2;"2020-08-27";4;0;13;85
"66";0;"2020-08-27";4;2;36;286
"66";1;"2020-08-27";2;1;17;127
"66";2;"2020-08-27";2;1;19;159
"67";0;"2020-08-27";103;3;682;2753
"67";1;"2020-08-27";51;2;392;1463
"67";2;"2020-08-27";52;1;289;1280
"68";0;"2020-08-27";123;5;829;3082
"68";1;"2020-08-27";62;4;501;1616
"68";2;"2020-08-27";58;1;323;1455
"69";0;"2020-08-27";96;7;669;3190
"69";1;"2020-08-27";45;4;371;1531
"69";2;"2020-08-27";48;3;287;1623
"70";0;"2020-08-27";0;0;77;309
"70";1;"2020-08-27";0;0;51;163
"70";2;"2020-08-27";0;0;26;145
"71";0;"2020-08-27";3;1;202;795
"71";1;"2020-08-27";3;1;108;354
"71";2;"2020-08-27";0;0;94;439
"72";0;"2020-08-27";26;0;88;432
"72";1;"2020-08-27";13;0;48;213
"72";2;"2020-08-27";13;0;40;219
"73";0;"2020-08-27";4;0;75;433
"73";1;"2020-08-27";3;0;41;193
"73";2;"2020-08-27";1;0;34;240
"74";0;"2020-08-27";27;0;170;941
"74";1;"2020-08-27";17;0;111;501
"74";2;"2020-08-27";10;0;59;434
"75";0;"2020-08-27";282;39;1802;6610
"75";1;"2020-08-27";145;28;1133;3683
"75";2;"2020-08-27";135;11;660;2887
"76";0;"2020-08-27";25;1;184;844
"76";1;"2020-08-27";12;0;109;411
"76";2;"2020-08-27";12;1;74;431
"77";0;"2020-08-27";151;14;716;2841
"77";1;"2020-08-27";84;9;431;1564
"77";2;"2020-08-27";66;5;285;1266
"78";0;"2020-08-27";240;14;544;2450
"78";1;"2020-08-27";125;10;322;1283
"78";2;"2020-08-27";115;4;221;1160
"79";0;"2020-08-27";0;0;22;72
"79";1;"2020-08-27";0;0;11;37
"79";2;"2020-08-27";0;0;11;35
"80";0;"2020-08-27";44;5;233;761
"80";1;"2020-08-27";17;1;138;366
"80";2;"2020-08-27";27;4;95;386
"81";0;"2020-08-27";9;1;23;129
"81";1;"2020-08-27";7;1;9;62
"81";2;"2020-08-27";2;0;14;67
"82";0;"2020-08-27";4;0;7;44
"82";1;"2020-08-27";3;0;7;24
"82";2;"2020-08-27";1;0;0;20
"83";0;"2020-08-27";45;3;144;1059
"83";1;"2020-08-27";23;3;79;595
"83";2;"2020-08-27";21;0;64;462
"84";0;"2020-08-27";13;5;39;274
"84";1;"2020-08-27";11;5;27;142
"84";2;"2020-08-27";2;0;12;132
"85";0;"2020-08-27";10;0;43;280
"85";1;"2020-08-27";5;0;27;150
"85";2;"2020-08-27";5;0;16;129
"86";0;"2020-08-27";3;0;40;151
"86";1;"2020-08-27";1;0;23;83
"86";2;"2020-08-27";2;0;17;68
"87";0;"2020-08-27";1;0;25;136
"87";1;"2020-08-27";0;0;13;63
"87";2;"2020-08-27";1;0;12;72
"88";0;"2020-08-27";15;0;267;747
"88";1;"2020-08-27";8;0;154;372
"88";2;"2020-08-27";7;0;113;374
"89";0;"2020-08-27";6;1;95;413
"89";1;"2020-08-27";3;1;51;206
"89";2;"2020-08-27";3;0;43;206
"90";0;"2020-08-27";2;0;200;565
"90";1;"2020-08-27";2;0;112;305
"90";2;"2020-08-27";0;0;88;260
"91";0;"2020-08-27";233;14;550;2543
"91";1;"2020-08-27";105;9;309;1355
"91";2;"2020-08-27";121;5;238;1176
"92";0;"2020-08-27";512;33;1110;4744
"92";1;"2020-08-27";275;27;643;2564
"92";2;"2020-08-27";233;5;463;2166
"93";0;"2020-08-27";381;24;1021;4159
"93";1;"2020-08-27";205;17;619;2262
"93";2;"2020-08-27";174;7;398;1875
"94";0;"2020-08-27";298;18;1228;4609
"94";1;"2020-08-27";150;14;709;2368
"94";2;"2020-08-27";148;4;506;2207
"95";0;"2020-08-27";218;9;728;2785
"95";1;"2020-08-27";99;5;453;1585
"95";2;"2020-08-27";119;4;275;1191
"971";0;"2020-08-27";18;7;19;94
"971";1;"2020-08-27";13;5;10;50
"971";2;"2020-08-27";5;2;9;44
"972";0;"2020-08-27";14;3;17;101
"972";1;"2020-08-27";10;2;13;54
"972";2;"2020-08-27";4;1;4;47
"973";0;"2020-08-27";85;13;53;1475
"973";1;"2020-08-27";37;7;38;622
"973";2;"2020-08-27";47;6;15;852
"974";0;"2020-08-27";64;11;7;204
"974";1;"2020-08-27";38;5;3;107
"974";2;"2020-08-27";25;6;4;97
"976";0;"2020-08-27";5;1;28;442
"976";1;"2020-08-27";2;1;18;206
"976";2;"2020-08-27";3;0;10;231
"01";0;"2020-08-26";26;2;105;462
"01";1;"2020-08-26";15;2;61;235
"01";2;"2020-08-26";11;0;44;225
"02";0;"2020-08-26";43;2;286;1124
"02";1;"2020-08-26";29;1;172;496
"02";2;"2020-08-26";14;1;112;626
"03";0;"2020-08-26";5;0;41;206
"03";1;"2020-08-26";2;0;22;87
"03";2;"2020-08-26";3;0;19;118
"04";0;"2020-08-26";6;1;13;133
"04";1;"2020-08-26";4;1;9;56
"04";2;"2020-08-26";2;0;4;77
"05";0;"2020-08-26";1;1;20;141
"05";1;"2020-08-26";1;1;9;74
"05";2;"2020-08-26";0;0;11;67
"06";0;"2020-08-26";80;7;194;875
"06";1;"2020-08-26";43;5;101;431
"06";2;"2020-08-26";35;2;92;429
"07";0;"2020-08-26";12;1;115;443
"07";1;"2020-08-26";5;1;81;216
"07";2;"2020-08-26";7;0;33;225
"08";0;"2020-08-26";2;0;60;220
"08";1;"2020-08-26";0;0;37;103
"08";2;"2020-08-26";2;0;22;115
"09";0;"2020-08-26";0;0;2;34
"09";1;"2020-08-26";0;0;2;16
"09";2;"2020-08-26";0;0;0;18
"10";0;"2020-08-26";21;0;137;644
"10";1;"2020-08-26";12;0;88;336
"10";2;"2020-08-26";9;0;49;305
"11";0;"2020-08-26";6;1;59;237
"11";1;"2020-08-26";6;1;42;124
"11";2;"2020-08-26";0;0;17;113
"12";0;"2020-08-26";3;1;24;151
"12";1;"2020-08-26";2;1;15;70
"12";2;"2020-08-26";1;0;9;81
"13";0;"2020-08-26";193;24;579;3833
"13";1;"2020-08-26";119;19;329;1954
"13";2;"2020-08-26";68;5;249;1843
"14";0;"2020-08-26";2;0;84;353
"14";1;"2020-08-26";2;0;58;167
"14";2;"2020-08-26";0;0;26;186
"15";0;"2020-08-26";2;0;9;53
"15";1;"2020-08-26";2;0;6;30
"15";2;"2020-08-26";0;0;3;23
"16";0;"2020-08-26";1;0;13;61
"16";1;"2020-08-26";1;0;8;39
"16";2;"2020-08-26";0;0;5;22
"17";0;"2020-08-26";3;1;51;153
"17";1;"2020-08-26";2;1;33;85
"17";2;"2020-08-26";1;0;18;68
"18";0;"2020-08-26";1;0;85;205
"18";1;"2020-08-26";0;0;41;101
"18";2;"2020-08-26";1;0;44;103
"19";0;"2020-08-26";3;0;37;159
"19";1;"2020-08-26";3;0;28;85
"19";2;"2020-08-26";0;0;9;74
"21";0;"2020-08-26";2;1;251;959
"21";1;"2020-08-26";2;1;144;437
"21";2;"2020-08-26";0;0;107;518
"22";0;"2020-08-26";6;0;40;231
"22";1;"2020-08-26";3;0;24;108
"22";2;"2020-08-26";3;0;16;123
"23";0;"2020-08-26";1;1;15;85
"23";1;"2020-08-26";1;1;8;48
"23";2;"2020-08-26";0;0;7;37
"24";0;"2020-08-26";1;0;14;98
"24";1;"2020-08-26";0;0;7;54
"24";2;"2020-08-26";1;0;7;44
"25";0;"2020-08-26";3;1;152;642
"25";1;"2020-08-26";1;0;87;330
"25";2;"2020-08-26";2;1;64;312
"26";0;"2020-08-26";6;1;128;541
"26";1;"2020-08-26";4;0;78;289
"26";2;"2020-08-26";2;1;50;252
"27";0;"2020-08-26";14;0;85;273
"27";1;"2020-08-26";8;0;41;127
"27";2;"2020-08-26";6;0;44;145
"28";0;"2020-08-26";10;1;145;602
"28";1;"2020-08-26";9;1;73;294
"28";2;"2020-08-26";1;0;70;291
"29";0;"2020-08-26";5;0;44;198
"29";1;"2020-08-26";1;0;28;112
"29";2;"2020-08-26";4;0;16;83
"2A";0;"2020-08-26";4;0;48;148
"2A";1;"2020-08-26";2;0;27;64
"2A";2;"2020-08-26";2;0;21;84
"2B";0;"2020-08-26";5;2;11;108
"2B";1;"2020-08-26";4;1;6;59
"2B";2;"2020-08-26";1;1;5;49
"30";0;"2020-08-26";11;2;98;380
"30";1;"2020-08-26";4;1;51;193
"30";2;"2020-08-26";7;1;47;187
"31";0;"2020-08-26";43;5;77;719
"31";1;"2020-08-26";25;2;48;408
"31";2;"2020-08-26";18;3;29;310
"32";0;"2020-08-26";3;0;23;88
"32";1;"2020-08-26";3;0;14;47
"32";2;"2020-08-26";0;0;9;40
"33";0;"2020-08-26";42;9;164;1019
"33";1;"2020-08-26";28;7;83;509
"33";2;"2020-08-26";14;2;81;506
"34";0;"2020-08-26";21;5;123;759
"34";1;"2020-08-26";16;3;71;390
"34";2;"2020-08-26";5;2;52;365
"35";0;"2020-08-26";32;5;89;508
"35";1;"2020-08-26";15;1;46;282
"35";2;"2020-08-26";17;4;43;224
"36";0;"2020-08-26";8;1;82;193
"36";1;"2020-08-26";5;1;43;86
"36";2;"2020-08-26";3;0;39;106
"37";0;"2020-08-26";8;1;93;379
"37";1;"2020-08-26";6;0;61;170
"37";2;"2020-08-26";2;1;32;208
"38";0;"2020-08-26";28;3;153;734
"38";1;"2020-08-26";12;2;88;354
"38";2;"2020-08-26";15;1;65;372
"39";0;"2020-08-26";1;0;60;328
"39";1;"2020-08-26";1;0;30;144
"39";2;"2020-08-26";0;0;30;183
"40";0;"2020-08-26";2;0;13;76
"40";1;"2020-08-26";1;0;7;44
"40";2;"2020-08-26";1;0;6;32
"41";0;"2020-08-26";10;0;65;333
"41";1;"2020-08-26";6;0;37;167
"41";2;"2020-08-26";4;0;28;165
"42";0;"2020-08-26";46;2;248;1022
"42";1;"2020-08-26";30;2;169;527
"42";2;"2020-08-26";16;0;79;495
"43";0;"2020-08-26";2;1;18;108
"43";1;"2020-08-26";1;1;11;43
"43";2;"2020-08-26";1;0;7;65
"44";0;"2020-08-26";19;3;168;770
"44";1;"2020-08-26";13;2;101;392
"44";2;"2020-08-26";6;1;67;377
"45";0;"2020-08-26";24;5;104;666
"45";1;"2020-08-26";17;5;65;337
"45";2;"2020-08-26";7;0;39;328
"46";0;"2020-08-26";1;0;22;70
"46";1;"2020-08-26";0;0;10;35
"46";2;"2020-08-26";1;0;12;35
"47";0;"2020-08-26";9;0;11;86
"47";1;"2020-08-26";3;0;10;45
"47";2;"2020-08-26";6;0;1;41
"48";0;"2020-08-26";1;0;1;24
"48";1;"2020-08-26";0;0;1;13
"48";2;"2020-08-26";1;0;0;11
"49";0;"2020-08-26";21;4;143;678
"49";1;"2020-08-26";13;3;90;333
"49";2;"2020-08-26";8;1;53;344
"50";0;"2020-08-26";12;0;50;169
"50";1;"2020-08-26";7;0;24;87
"50";2;"2020-08-26";5;0;26;80
"51";0;"2020-08-26";47;5;273;1040
"51";1;"2020-08-26";21;1;159;500
"51";2;"2020-08-26";26;4;112;533
"52";0;"2020-08-26";15;0;90;263
"52";1;"2020-08-26";3;0;43;130
"52";2;"2020-08-26";12;0;47;130
"53";0;"2020-08-26";14;2;48;240
"53";1;"2020-08-26";7;1;29;114
"53";2;"2020-08-26";7;1;19;125
"54";0;"2020-08-26";41;0;365;1264
"54";1;"2020-08-26";16;0;215;616
"54";2;"2020-08-26";24;0;150;640
"55";0;"2020-08-26";1;0;103;504
"55";1;"2020-08-26";1;0;57;251
"55";2;"2020-08-26";0;0;46;253
"56";0;"2020-08-26";18;1;96;444
"56";1;"2020-08-26";12;1;60;236
"56";2;"2020-08-26";6;0;36;207
"57";0;"2020-08-26";91;3;854;2577
"57";1;"2020-08-26";51;2;485;1294
"57";2;"2020-08-26";40;1;364;1274
"58";0;"2020-08-26";1;0;28;99
"58";1;"2020-08-26";0;0;16;34
"58";2;"2020-08-26";1;0;12;65
"59";0;"2020-08-26";147;18;676;2700
"59";1;"2020-08-26";73;13;359;1330
"59";2;"2020-08-26";71;4;313;1363
"60";0;"2020-08-26";133;1;421;1216
"60";1;"2020-08-26";63;0;239;592
"60";2;"2020-08-26";70;1;182;621
"61";0;"2020-08-26";15;1;43;258
"61";1;"2020-08-26";8;0;28;107
"61";2;"2020-08-26";6;1;15;150
"62";0;"2020-08-26";92;11;322;1434
"62";1;"2020-08-26";47;8;177;691
"62";2;"2020-08-26";43;3;144;732
"63";0;"2020-08-26";17;1;45;186
"63";1;"2020-08-26";10;1;27;96
"63";2;"2020-08-26";7;0;18;90
"64";0;"2020-08-26";2;0;27;233
"64";1;"2020-08-26";0;0;20;122
"64";2;"2020-08-26";2;0;7;110
"65";0;"2020-08-26";7;0;27;162
"65";1;"2020-08-26";3;0;14;77
"65";2;"2020-08-26";4;0;13;85
"66";0;"2020-08-26";6;3;35;285
"66";1;"2020-08-26";3;1;17;126
"66";2;"2020-08-26";3;2;18;159
"67";0;"2020-08-26";107;3;682;2744
"67";1;"2020-08-26";54;2;392;1457
"67";2;"2020-08-26";51;1;289;1278
"68";0;"2020-08-26";122;4;829;3080
"68";1;"2020-08-26";62;4;501;1616
"68";2;"2020-08-26";57;0;323;1453
"69";0;"2020-08-26";90;6;669;3183
"69";1;"2020-08-26";40;3;371;1528
"69";2;"2020-08-26";47;3;287;1619
"70";0;"2020-08-26";0;0;77;309
"70";1;"2020-08-26";0;0;51;163
"70";2;"2020-08-26";0;0;26;145
"71";0;"2020-08-26";3;1;202;795
"71";1;"2020-08-26";3;1;108;354
"71";2;"2020-08-26";0;0;94;439
"72";0;"2020-08-26";29;0;88;429
"72";1;"2020-08-26";15;0;48;211
"72";2;"2020-08-26";14;0;40;218
"73";0;"2020-08-26";5;2;75;433
"73";1;"2020-08-26";4;2;41;193
"73";2;"2020-08-26";1;0;34;240
"74";0;"2020-08-26";26;0;170;939
"74";1;"2020-08-26";18;0;111;499
"74";2;"2020-08-26";8;0;59;434
"75";0;"2020-08-26";285;40;1802;6604
"75";1;"2020-08-26";147;29;1133;3681
"75";2;"2020-08-26";136;11;660;2883
"76";0;"2020-08-26";25;1;184;844
"76";1;"2020-08-26";12;0;109;411
"76";2;"2020-08-26";12;1;74;431
"77";0;"2020-08-26";154;14;715;2837
"77";1;"2020-08-26";85;9;430;1562
"77";2;"2020-08-26";68;5;285;1264
"78";0;"2020-08-26";228;16;543;2446
"78";1;"2020-08-26";119;12;321;1280
"78";2;"2020-08-26";109;4;221;1159
"79";0;"2020-08-26";0;0;22;72
"79";1;"2020-08-26";0;0;11;37
"79";2;"2020-08-26";0;0;11;35
"80";0;"2020-08-26";44;5;233;761
"80";1;"2020-08-26";17;1;138;366
"80";2;"2020-08-26";27;4;95;386
"81";0;"2020-08-26";9;1;23;128
"81";1;"2020-08-26";8;1;9;61
"81";2;"2020-08-26";1;0;14;67
"82";0;"2020-08-26";4;0;7;44
"82";1;"2020-08-26";3;0;7;24
"82";2;"2020-08-26";1;0;0;20
"83";0;"2020-08-26";58;2;143;1039
